z11_node0  | [INFO] Applying netem: delay=1000ms jitter=500ms loss=50%
z11_node0  | [INFO] 21-01-2026 19:36:39: Node initalized, waiting for UDP packets
z11_node0  | [INFO] 21-01-2026 19:36:39: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 21-01-2026 19:37:46: Received token via unicast
z11_node0  | [INFO] 21-01-2026 19:37:46: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 21-01-2026 19:38:24: Received token via unicast
z11_node0  | [INFO] 21-01-2026 19:38:24: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 21-01-2026 19:38:24: Received token for me: kapitan 44
z11_node0  | 
z11_node0  | [INFO] 21-01-2026 19:39:04: Received token via unicast
z11_node0  | [INFO] 21-01-2026 19:39:04: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 21-01-2026 19:39:44: Received token via unicast
z11_node0  | [INFO] 21-01-2026 19:39:44: TOKEN: have_token=1 pending=0 inflight=0

