z11_node5  | [INFO] Applying netem: delay=1000ms jitter=500ms loss=50%
z11_node5  | [INFO] 21-01-2026 19:36:39: Node initalized, waiting for UDP packets
z11_node5  | [INFO] 21-01-2026 19:37:18: Received token via unicast
z11_node5  | [INFO] 21-01-2026 19:37:18: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 21-01-2026 19:38:20: Received token via unicast
z11_node5  | [INFO] 21-01-2026 19:38:20: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 21-01-2026 19:38:20: Full token received for another node - forwarding
z11_node5  | 
z11_node5  | [INFO] 21-01-2026 19:38:52: Received token via unicast
z11_node5  | [INFO] 21-01-2026 19:38:52: TOKEN: have_token=1 pending=0 inflight=0
z11_node5  | [INFO] 21-01-2026 19:39:31: Received token via unicast
z11_node5  | [INFO] 21-01-2026 19:39:31: TOKEN: have_token=1 pending=0 inflight=0

