z11_node3  | [INFO] Applying netem: delay=1000ms jitter=500ms loss=50%
z11_node3  | [INFO] 20-01-2026 19:36:39: Node initalized, waiting for UDP packets
z11_node3  | [INFO] 20-01-2026 19:36:59: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:36:59: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 20-01-2026 19:38:15: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:38:15: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 20-01-2026 19:38:15: Full token received for another node - forwarding
z11_node3  | 
z11_node3  | [INFO] 20-01-2026 19:38:38: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:38:38: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 20-01-2026 19:39:22: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:39:22: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 20-01-2026 19:39:50: Received token via unicast
z11_node3  | [INFO] 20-01-2026 19:39:50: TOKEN: have_token=1 pending=0 inflight=0

