z11_node6  | [INFO] Applying netem: delay=1000ms jitter=500ms loss=50%
z11_node6  | [INFO] 21-01-2026 19:36:39: Node initalized, waiting for UDP packets
z11_node6  | [INFO] 21-01-2026 19:37:38: Received token via unicast
z11_node6  | [INFO] 21-01-2026 19:37:38: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 19:38:22: Received token via unicast
z11_node6  | [INFO] 21-01-2026 19:38:22: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 19:38:22: Full token received for another node - forwarding
z11_node6  | 
z11_node6  | [INFO] 21-01-2026 19:38:54: Received token via unicast
z11_node6  | [INFO] 21-01-2026 19:38:54: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 19:39:38: Received token via unicast
z11_node6  | [INFO] 21-01-2026 19:39:38: TOKEN: have_token=1 pending=0 inflight=0

