z11_node6  | [INFO] 20-01-2026 19:19:12: Node initalized, waiting for UDP packets
z11_node6  | [INFO] 20-01-2026 19:19:18: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:19:18: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:19:25: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:19:25: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:19:32: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:19:32: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:19:39: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:19:39: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:19:46: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:19:46: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:19:53: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:19:53: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:20:00: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:20:00: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:20:07: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:20:07: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:20:07: Full token received for another node - forwarding
z11_node6  | 
z11_node6  | [INFO] 20-01-2026 19:20:14: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:20:14: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 20-01-2026 19:20:21: Received token via unicast
z11_node6  | [INFO] 20-01-2026 19:20:21: TOKEN: have_token=1 pending=0 inflight=0

