z11_node3  | [INFO] 21-01-2026 19:19:12: Node initalized, waiting for UDP packets
z11_node3  | [INFO] 21-01-2026 19:19:15: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:19:15: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:19:22: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:19:22: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:19:29: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:19:29: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:19:36: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:19:36: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:19:43: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:19:43: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:19:50: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:19:50: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:19:57: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:19:57: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:20:04: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:20:04: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:20:04: Full token received for another node - forwarding
z11_node3  | 
z11_node3  | [INFO] 21-01-2026 19:20:11: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:20:11: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:20:18: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:20:18: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:20:25: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:20:25: TOKEN: have_token=1 pending=0 inflight=0

