z11_node2  | [INFO] 20-01-2026 19:19:12: Node initalized, waiting for UDP packets
z11_node2  | [INFO] 20-01-2026 19:19:14: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:19:14: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:19:21: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:19:21: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:19:28: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:19:28: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:19:35: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:19:35: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:19:42: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:19:42: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:19:49: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:19:49: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:19:56: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:19:56: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:20:03: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:20:03: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:20:03: Full token received for another node - forwarding
z11_node2  | 
z11_node2  | [INFO] 20-01-2026 19:20:10: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:20:10: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:20:17: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:20:17: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 20-01-2026 19:20:24: Received token via unicast
z11_node2  | [INFO] 20-01-2026 19:20:24: TOKEN: have_token=1 pending=0 inflight=0

