z11_node6  | [INFO] 21-01-2026 21:26:56: Node initalized, waiting for UDP packets
z11_node6  | [INFO] 21-01-2026 21:27:02: Received token via unicast
z11_node6  | [INFO] 21-01-2026 21:27:02: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 21:27:09: Received token via unicast
z11_node6  | [INFO] 21-01-2026 21:27:09: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 21:27:16: Received token via unicast
z11_node6  | [INFO] 21-01-2026 21:27:16: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 21:27:16: Received token for me: 0 do 6
z11_node6  | 
z11_node6  | [INFO] 21-01-2026 21:27:23: Received token via unicast
z11_node6  | [INFO] 21-01-2026 21:27:23: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 21:27:30: Received token via unicast
z11_node6  | [INFO] 21-01-2026 21:27:30: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 21:27:30: Full token received for another node - forwarding
z11_node6  | 
z11_node6  | [INFO] 21-01-2026 21:27:37: Received token via unicast
z11_node6  | [INFO] 21-01-2026 21:27:37: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 21:27:37: Received token for me: 1 do 6
z11_node6  | 
z11_node6  | [INFO] 21-01-2026 21:27:44: Received token via unicast
z11_node6  | [INFO] 21-01-2026 21:27:44: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 21:27:44: Full token received for another node - forwarding
z11_node6  | 

