z11_node2  | [INFO] 21-01-2026 21:26:56: Node initalized, waiting for UDP packets
z11_node2  | [INFO] 21-01-2026 21:26:58: Received token via unicast
z11_node2  | [INFO] 21-01-2026 21:26:58: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 21:27:05: Received token via unicast
z11_node2  | [INFO] 21-01-2026 21:27:05: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 21:27:12: Received token via unicast
z11_node2  | [INFO] 21-01-2026 21:27:12: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 21:27:12: Full token received for another node - forwarding
z11_node2  | 
z11_node2  | [INFO] 21-01-2026 21:27:19: Received token via unicast
z11_node2  | [INFO] 21-01-2026 21:27:19: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 21:27:19: Full token received for another node - forwarding
z11_node2  | 
z11_node2  | [INFO] 21-01-2026 21:27:26: Received token via unicast
z11_node2  | [INFO] 21-01-2026 21:27:26: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 21:27:26: Full token received for another node - forwarding
z11_node2  | 
z11_node2  | [INFO] 21-01-2026 21:27:33: Received token via unicast
z11_node2  | [INFO] 21-01-2026 21:27:33: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 21:27:33: Full token received for another node - forwarding
z11_node2  | 
z11_node2  | [INFO] 21-01-2026 21:27:40: Received token via unicast
z11_node2  | [INFO] 21-01-2026 21:27:40: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 21:27:40: Attaching CLI token: 2 do 0
z11_node2  | 
z11_node2  | [INFO] 21-01-2026 21:27:47: Received token via unicast
z11_node2  | [INFO] 21-01-2026 21:27:47: TOKEN: have_token=1 pending=0 inflight=0

