z11_node3  | [INFO] 21-01-2026 21:26:56: Node initalized, waiting for UDP packets
z11_node3  | [INFO] 21-01-2026 21:26:59: Received token via unicast
z11_node3  | [INFO] 21-01-2026 21:26:59: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 21:27:06: Received token via unicast
z11_node3  | [INFO] 21-01-2026 21:27:06: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 21:27:13: Received token via unicast
z11_node3  | [INFO] 21-01-2026 21:27:13: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 21:27:13: Full token received for another node - forwarding
z11_node3  | 
z11_node3  | [INFO] 21-01-2026 21:27:20: Received token via unicast
z11_node3  | [INFO] 21-01-2026 21:27:20: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 21:27:20: Full token received for another node - forwarding
z11_node3  | 
z11_node3  | [INFO] 21-01-2026 21:27:27: Received token via unicast
z11_node3  | [INFO] 21-01-2026 21:27:27: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 21:27:27: Full token received for another node - forwarding
z11_node3  | 
z11_node3  | [INFO] 21-01-2026 21:27:34: Received token via unicast
z11_node3  | [INFO] 21-01-2026 21:27:34: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 21:27:34: Full token received for another node - forwarding
z11_node3  | 
z11_node3  | [INFO] 21-01-2026 21:27:41: Received token via unicast
z11_node3  | [INFO] 21-01-2026 21:27:41: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 21:27:41: Full token received for another node - forwarding
z11_node3  | 
z11_node3  | [INFO] 21-01-2026 21:27:48: Received token via unicast
z11_node3  | [INFO] 21-01-2026 21:27:48: TOKEN: have_token=1 pending=0 inflight=0

