z11_node1  | [INFO] 21-01-2026 21:26:56: Node initalized, waiting for UDP packets
z11_node1  | [INFO] 21-01-2026 21:26:57: Received token via unicast
z11_node1  | [INFO] 21-01-2026 21:26:57: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 21-01-2026 21:27:04: Received token via unicast
z11_node1  | [INFO] 21-01-2026 21:27:04: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 21-01-2026 21:27:11: Received token via unicast
z11_node1  | [INFO] 21-01-2026 21:27:11: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 21-01-2026 21:27:11: Full token received for another node - forwarding
z11_node1  | 
z11_node1  | [INFO] 21-01-2026 21:27:18: Received token via unicast
z11_node1  | [INFO] 21-01-2026 21:27:18: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 21-01-2026 21:27:18: Attaching CLI token: 1 do 5
z11_node1  | 
z11_node1  | [INFO] 21-01-2026 21:27:25: Received token via unicast
z11_node1  | [INFO] 21-01-2026 21:27:25: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 21-01-2026 21:27:25: Attaching CLI token: 1 do 0
z11_node1  | 
z11_node1  | [INFO] 21-01-2026 21:27:32: Received token via unicast
z11_node1  | [INFO] 21-01-2026 21:27:32: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 21-01-2026 21:27:32: Attaching CLI token: 1 do 6
z11_node1  | 
z11_node1  | [INFO] 21-01-2026 21:27:39: Received token via unicast
z11_node1  | [INFO] 21-01-2026 21:27:39: TOKEN: have_token=1 pending=0 inflight=0
z11_node1  | [INFO] 21-01-2026 21:27:46: Received token via unicast
z11_node1  | [INFO] 21-01-2026 21:27:46: TOKEN: have_token=1 pending=0 inflight=0

