z11_node3  | [INFO] 21-01-2026 19:05:17: Node initalized, waiting for UDP packets
z11_node3  | [INFO] 21-01-2026 19:05:20: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:05:20: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:05:27: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:05:27: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:05:34: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:05:34: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:05:41: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:05:41: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:05:48: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:05:48: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:05:55: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:05:55: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:06:02: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:06:02: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:06:09: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:06:09: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:06:16: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:06:16: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:06:23: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:06:23: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:06:30: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:06:30: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:06:37: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:06:37: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:06:44: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:06:44: TOKEN: have_token=1 pending=0 inflight=0

