z11_node3  | [INFO] Applying netem: delay=1000ms jitter=500ms loss=50%
z11_node3  | [INFO] Delaying start by 2s
z11_node3  | [INFO] 21-01-2026 19:27:37: Node initalized, waiting for UDP packets
z11_node3  | [INFO] 21-01-2026 19:28:01: JOIN_REQUEST id=535435875 name=node5 uni=5000 from=172.18.0.3
z11_node3  | [INFO] 21-01-2026 19:28:18: JOIN_COMMIT: req=2152002190 new=node6 topo=2
z11_node3  | [INFO] 21-01-2026 19:28:18: JOIN_REQUEST id=4066669410 name=node4 uni=5000 from=172.18.0.5
z11_node3  | [INFO] 21-01-2026 19:28:28: JOIN_REQUEST id=4066669410 name=node4 uni=5000 from=172.18.0.5
z11_node3  | [INFO] 21-01-2026 19:28:29: JOIN_REQUEST id=535435875 name=node5 uni=5000 from=172.18.0.3
z11_node3  | [INFO] 21-01-2026 19:30:09: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:30:09: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:30:35: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:30:35: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:31:13: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:31:13: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:32:28: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:32:28: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:32:53: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:32:53: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:33:48: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:33:48: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:34:20: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:34:20: TOKEN: have_token=1 pending=0 inflight=0
z11_node3  | [INFO] 21-01-2026 19:34:54: Received token via unicast
z11_node3  | [INFO] 21-01-2026 19:34:54: TOKEN: have_token=1 pending=0 inflight=0

