z11_node6  | [INFO] Applying netem: delay=1000ms jitter=500ms loss=50%
z11_node6  | [INFO] Delaying start by 6s
z11_node6  | [INFO] 21-01-2026 19:27:41: Node initalized, waiting for UDP packets
z11_node6  | [INFO] 21-01-2026 19:28:17: JOIN_COMMIT: req=2152002190 new=node6 topo=2
z11_node6  | [INFO] 21-01-2026 19:28:18: JOIN_REQUEST id=4066669410 name=node4 uni=5000 from=172.18.0.5
z11_node6  | [INFO] 21-01-2026 19:28:28: JOIN_REQUEST id=4066669410 name=node4 uni=5000 from=172.18.0.5
z11_node6  | [INFO] 21-01-2026 19:28:29: JOIN_REQUEST id=535435875 name=node5 uni=5000 from=172.18.0.3
z11_node6  | [INFO] 21-01-2026 19:30:12: Received token via unicast
z11_node6  | [INFO] 21-01-2026 19:30:12: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 19:30:38: Received token via unicast
z11_node6  | [INFO] 21-01-2026 19:30:38: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 19:32:07: Received token via unicast
z11_node6  | [INFO] 21-01-2026 19:32:07: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 19:32:29: Received token via unicast
z11_node6  | [INFO] 21-01-2026 19:32:29: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 19:32:57: Received token via unicast
z11_node6  | [INFO] 21-01-2026 19:32:57: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 19:33:53: Received token via unicast
z11_node6  | [INFO] 21-01-2026 19:33:53: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 19:34:27: Received token via unicast
z11_node6  | [INFO] 21-01-2026 19:34:27: TOKEN: have_token=1 pending=0 inflight=0
z11_node6  | [INFO] 21-01-2026 19:34:56: Received token via unicast
z11_node6  | [INFO] 21-01-2026 19:34:56: TOKEN: have_token=1 pending=0 inflight=0

