z11_node2  | [INFO] Applying netem: delay=1000ms jitter=500ms loss=50%
z11_node2  | [INFO] 21-01-2026 19:27:35: Node initalized, waiting for UDP packets
z11_node2  | [INFO] 21-01-2026 19:27:38: JOIN_REQUEST id=499387908 name=node3 uni=5000 from=172.18.0.4
z11_node2  | [INFO] 21-01-2026 19:27:42: JOIN_REQUEST id=2152002190 name=node6 uni=5000 from=172.18.0.7
z11_node2  | [INFO] 21-01-2026 19:27:51: JOIN_REQUEST id=535435875 name=node5 uni=5000 from=172.18.0.3
z11_node2  | [INFO] 21-01-2026 19:28:01: JOIN_REQUEST id=535435875 name=node5 uni=5000 from=172.18.0.3
z11_node2  | [INFO] 21-01-2026 19:28:11: JOIN_REQUEST id=2152002190 name=node6 uni=5000 from=172.18.0.7
z11_node2  | [INFO] 21-01-2026 19:28:17: JOIN_COMMIT: req=2152002190 new=node6 topo=2
z11_node2  | [INFO] 21-01-2026 19:28:18: JOIN_REQUEST id=4066669410 name=node4 uni=5000 from=172.18.0.5
z11_node2  | [INFO] 21-01-2026 19:28:28: JOIN_REQUEST id=4066669410 name=node4 uni=5000 from=172.18.0.5
z11_node2  | [INFO] 21-01-2026 19:28:29: JOIN_REQUEST id=535435875 name=node5 uni=5000 from=172.18.0.3
z11_node2  | [INFO] 21-01-2026 19:29:21: Received token via unicast
z11_node2  | [INFO] 21-01-2026 19:29:21: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 19:29:21: Full token received for another node - forwarding
z11_node2  | 
z11_node2  | [INFO] 21-01-2026 19:30:25: Received token via unicast
z11_node2  | [INFO] 21-01-2026 19:30:25: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 19:31:06: Received token via unicast
z11_node2  | [INFO] 21-01-2026 19:31:06: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 19:32:23: Received token via unicast
z11_node2  | [INFO] 21-01-2026 19:32:23: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 19:32:43: Received token via unicast
z11_node2  | [INFO] 21-01-2026 19:32:43: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 19:33:29: Received token via unicast
z11_node2  | [INFO] 21-01-2026 19:33:29: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 19:34:11: Received token via unicast
z11_node2  | [INFO] 21-01-2026 19:34:11: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 19:34:40: Received token via unicast
z11_node2  | [INFO] 21-01-2026 19:34:40: TOKEN: have_token=1 pending=0 inflight=0
z11_node2  | [INFO] 21-01-2026 19:35:24: Received token via unicast
z11_node2  | [INFO] 21-01-2026 19:35:24: TOKEN: have_token=1 pending=0 inflight=0

