z11_node0  | [INFO] Applying netem: delay=1000ms jitter=500ms loss=50%
z11_node0  | [INFO] 21-01-2026 19:27:35: Node initalized, waiting for UDP packets
z11_node0  | [INFO] 21-01-2026 19:27:35: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 21-01-2026 19:27:58: JOIN_REQUEST id=2152002190 name=node6 uni=5000 from=172.18.0.7
z11_node0  | [INFO] 21-01-2026 19:27:59: JOIN_REQUEST id=535435875 name=node5 uni=5000 from=172.18.0.3
z11_node0  | [INFO] 21-01-2026 19:28:02: JOIN_REQUEST id=535435875 name=node5 uni=5000 from=172.18.0.3
z11_node0  | [INFO] 21-01-2026 19:28:13: JOIN_REQUEST id=2152002190 name=node6 uni=5000 from=172.18.0.7
z11_node0  | [INFO] 21-01-2026 19:28:18: JOIN_COMMIT: req=2152002190 new=node6 topo=2
z11_node0  | [INFO] 21-01-2026 19:28:19: JOIN_REQUEST id=4066669410 name=node4 uni=5000 from=172.18.0.5
z11_node0  | [INFO] 21-01-2026 19:28:28: JOIN_REQUEST id=4066669410 name=node4 uni=5000 from=172.18.0.5
z11_node0  | [INFO] 21-01-2026 19:28:30: JOIN_REQUEST id=535435875 name=node5 uni=5000 from=172.18.0.3
z11_node0  | [INFO] 21-01-2026 19:29:31: Received token via unicast
z11_node0  | [INFO] 21-01-2026 19:29:31: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 21-01-2026 19:29:31: Received token for me: kapitan 44
z11_node0  | 
z11_node0  | [INFO] 21-01-2026 19:30:30: Received token via unicast
z11_node0  | [INFO] 21-01-2026 19:30:30: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 21-01-2026 19:31:11: Received token via unicast
z11_node0  | [INFO] 21-01-2026 19:31:11: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 21-01-2026 19:32:25: Received token via unicast
z11_node0  | [INFO] 21-01-2026 19:32:25: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 21-01-2026 19:32:51: Received token via unicast
z11_node0  | [INFO] 21-01-2026 19:32:51: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 21-01-2026 19:33:46: Received token via unicast
z11_node0  | [INFO] 21-01-2026 19:33:46: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 21-01-2026 19:34:13: Received token via unicast
z11_node0  | [INFO] 21-01-2026 19:34:13: TOKEN: have_token=1 pending=0 inflight=0
z11_node0  | [INFO] 21-01-2026 19:34:47: Received token via unicast
z11_node0  | [INFO] 21-01-2026 19:34:47: TOKEN: have_token=1 pending=0 inflight=0

